,Text,Class
469,dont chase dude chase bitch  edgar bautista,OFF
470,dont love hoe babi forev,OFF
471,dont even need pictur tamar bitch beat everi ,OFF
472,dont hoe ,OFF
473,found new way chug open mouth alot shitallysay,NOT
474,fuck hate bitch much wanna smack face tongu kiss,OFF
475,got bitch set like jada picketqueen latifah ride round niec bitch titi,OFF
476,got sister told stop call women bitch,OFF
477,guess night bitch die stewi nigga,OFF
478,bitch bitch bitch eat halibut  iamyoungroc freshrhym jerksquad slowstir,OFF
479,ladylovesh marri still wanna bang hersh wont sex mewhat bitch troubadour probabl,OFF
480,heard look candi man bitch,OFF
481,hope dont get mad ladi call bitch bitch bc dont know name individu katt william letmicahdown,OFF
482,got number  im bitch boy,OFF
483,know shit eatin grin either fuck girl dream sold car know your faggot whatd ,OFF
484,older men caus theyr maturethat suppos fool us bitch,OFF
485,prolli leav bitch cup hand yo hand hand,OFF
486,said dont like tast like wolf pussi even know tast like,OFF
487,taught eat pussi cut hairi taught eat pussi  movi ,OFF
488,use dress like cop toooh reallyyeahright  pussyreallyyesil never forget,OFF
489,went jail flock amp came home wit strike went jail bitch came home dike yg,OFF
490,fuck u u stand u dizzi bitch two uniqu amp separ phrase overheard relat say younger,OFF
491,woke like thi bitch go back bed,OFF
492,would rather call bitch sir manag,OFF
493,ill beat pussi hard,OFF
494,ill slit throatneck ,NOT
495,im funki ass honkey  jtimberlak shout macklemor tonight cabaret  ,OFF
496,im compar kfc pussi ,OFF
497,im download new person order new face bitch love goddamn axl rose yell sex robot,OFF
498,im feelin like malcolm middl bitch surround cant miss em,OFF
499,im gonna piss dimpl  stop wast prayer trash team lol,OFF
500,im probabl main bitch chocol dip cinnamon appl,OFF
501,im sick shit man jonniesantana sit bitch ass im fed bro rt  geno threw yet anoth pick smh,OFF
502,im sorri fuck yo bitch realli dig nigga kingl,OFF
503,ib irrit bitch syndrom,OFF
504,love hide yo bitch youll keep shortywizkhalifa,OFF
505,talk back aint get pussym ,OFF
506,your bad bitch put hand high everi girl room start wave hand around,OFF
507,imma tie bitch basement donkeyfuck ass two week straight hahahahahahahahaha  beforeiselfdestruct,OFF
508,mindgotta dumb hoe anthem,OFF
509,albino mexicanno dad hes asian,NOT
510,take true direction accept larri know bitch fan like make boy cri thankyoupaulforconfirminglarri,OFF
511,alleg u bedroom u see word naiv amp blind bitch know ur husband cheat u ramona dumb,OFF
512,never late tag bitch cyfyr,OFF
513,dyke hunter dyke dyke ,OFF
514,julia robert your ho  nottinghil,OFF
515,follow yellow brick twitter,NOT
516,lmfaoooooooooooooooooo bbbrook pussi good mama  like guess gotta  mama,OFF
517,lol crippl  wendi davi rt mailonlin scientist creat remotecontrol chick studi shi penguin ,NOT
518,let nip ahoy spank mayb,OFF
519,let kill cracker babi wtf hear wow,OFF
520,like correct im wrong doesnt pimpin involv smackin bitch money,OFF
521,lmao   rt  pound cake look like pussi  ,OFF
522,lmao swillalo drose adida lighter phone  shit retard,OFF
523,mam  doet haar rol net ze ongesteld wat ongesteld van dat soort vragen waar je denkt hoe leg ik die weer uit,NOT
524,mayb want friend mayb shes stupid bitch never know make cum ,OFF
525,mine play dmx kirk franklin smh justcallmebrit well neighbor ghetto  get like  beat kid,NOT
526,grandma use call porch monkey time come think refer broken bottl nigger knife ,OFF
527,momma told tell mind yoooo damn motha fuckin busi  knowin bitch,OFF
528,nip freeeeezingand that okay theyr slice ,OFF
529,twitter hack  im pussi admit said want act like never said,OFF
530,nah girl aint gon abl make tight sinc russ loss job back like damn bitch realli,OFF
531,nah nomeekjustmilz  yo thought  photoshop face faggot smmfhi hate yall ,OFF
532,new flame song yr lol bitch super run like,OFF
533,nigga alway yell fuck bitch get money meanwhil theyr broke still want ,OFF
534,nigga press pussi eeeeeen nothin,OFF
535,bitch   nan,OFF
536,boat hoe pleas thank  mom,OFF
537,ovo  amp kendrick lamar still ,NOT
538,top pregnant ass sorri hoe aint never got money even water broke   riptallt,OFF
539,coupl red sox gotten past first base im die laugh mayb yank need teach game,NOT
540,peopl time aryan race  stand say mongerl turn world ghetto slum ,OFF
541,pistol whip dickau shoot yo bitch club upsometim freestyl freestyl im okay,OFF
542,rt pleas thank bmorepocahonta pierc pussi come across timelin ,OFF
543,remi machiavelli send shot ya belli  bitch ,OFF
544,roberto one nasti hoe,OFF
545,sorri jb  justin come back top comment justin timberlak video  million view son fuck bitch,OFF
546,search incred stori  white man quest find ingredi necessari make caribbean jerk chicken redneck land,OFF
547,sell soul materi wish fast car bitch tupac smile remix,OFF
548,shake bear  aka two redneck sex dead bear,OFF
549,shall compar thee  day  day bitch,OFF
550,gotta shape pussi lip tho postprettypussi whole wheat organ pussi ,OFF
551,said wigga man richtak durag ,OFF
552,bitch anyway,OFF
553,shes florida youv got sniff test swamp pussi ,OFF
554,slow fuck bitch know liveclassi young ladi,OFF
555,hes good footbal playerbut still act like nig,OFF
556,stop pussi son shove needl heart afterearth,OFF
557,stop look us go eat pussi yuppi fuck,OFF
558,takin straight dirt finger pussi know put dick ,OFF
559,aint bro move that hoe move,OFF
560,girl plain look borderlin ugli amp chunki hey least shes got nice smile amp great person,OFF
561,devil grow insid heart selfish wickedwhit brown yellow black color restrict,NOT
562,water isnt yellow im healthi student,NOT
563,hoe aint loyal,OFF
564,hoe keep callin aint pickin ,OFF
565,sour appl bitter bitch im fuckin wit em,OFF
566,faggot jonniesantana oriol petti fuckgot swept outta bitch,OFF
567,ghetto ass band  get snuck ,OFF
568,divis trash nomeekjustmilz saint gon win nfc southwatch,NOT
569,fan wait bitch nigga hate  old hoe date look mama  ,OFF
570,ghetto motherfuck missi elliott,OFF
571,recip call leftov browni hell leftov browni that browni havent eaten ,NOT
572,ratchet broad dont repres white ass cant talk trash caus racist shit black,OFF
573,trust noneee bitch dont ,OFF
574,twitter twitter bitch twitter life,OFF
575,two road diverg yellow wood chose one  robert frost giant,NOT
576,u got  bitch niggaal haymon antonio tarver,OFF
577,uhuh empti heart empti bottl yellow cab would like catch cuz yo latest ex made u mad,OFF
578,use girlfriend got hoe lookin good girl fuckin low,OFF
579,virgin pussi     regular pussi      oomf pussi ,OFF
580,whaaaaaat lmaooo cromotoast creepgoddess that luv u fat bitch cuz yall got big ole titti phat booti,OFF
581,walk bitch like nigga made,OFF
582,hate nigger hate faggot hate spicskkk ralli,OFF
583,queer    hut like butt,OFF
584,well bitch biolog said ,OFF
585,betysweetcock gotta report spam rt  ladi rt head game better pussi,OFF
586,im done hoe pass squad g,OFF
587,fuck callin jiggaboo nigga,OFF
588,peopl think gay marriag okay beyond sorri dont want futur son see  fag walk street hold hand,OFF
589,u littl bitch chris aint six bitch  allison mom,OFF
590,would want play pussi  jimmyfallon dead snl,OFF
591,would wanna green ranger hes evil duh bitch,OFF
592,would want pussi side burn that good question  hahahahaha ,OFF
593,shank bitch cevich,OFF
594,work  tydollasign get rough day hahaha hoe,OFF
595,wow bitch  yes that alreadi establish anyth els say,OFF
596,yall forget brand new babi girl home bitch cooki burn,OFF
597,yah said word mtzraymegyptian peopl ysrahal inherit kushiteethiopian,NOT
598,yaoooooooo yeaimjamaican mawnin yardi ,NOT
599,yo bitch horn tryna shoot porn  kingl that shirt worthi toni,OFF
600,yo sublet pussi shitfahdsay,OFF
601,yo feet smell like puss  whut  like flower bitch  omg,OFF
602,yo mama bitch rt theacetjshow one sentenc end relationship,OFF
603,aint gunna shit spear chucker,OFF
604,aint bitch favorit respons long text,OFF
605,yo boy pussi cat,OFF
606,cunt,OFF
607,pull pussi dodg collect panti alright stormi jake ,OFF
608,take someon ghetto cant take ghetto,OFF
609,dont like us color folk hell your color white fuck ,OFF
610,got hella hoe ,OFF
611,hit light line toco bell  morn diana back hous miracl  charli dianaaaxo,NOT
612,look cute today  realli helll swerv hoe,OFF
613,look like littl bird help get dress morn,NOT
614,ol trout mouth ass bitch deeeeaaaadd,OFF
615,talk like fag shit retard that cool scro lot tard live total kickass live,OFF
616,took land could make retard diaper sureus imagecool redskin nfl concuss joke,OFF
617,your garden rose bitch weed,OFF
618,your fuck shit dumb ass cunt go post pictur flat ass titti ig slut,OFF
619,queer ,OFF
620,homeboy look bad give cash hoe,OFF
621,teeth like star aww thank yeah yellow far away,NOT
622,yup fuck em alohahoesss play like trash rt  clipper dont wanna play lol,OFF
623,aint time hoe get lol ariana mom say us,OFF
624,bitch  chellyhernandez,OFF
625,ayo even kill handicap crippl bitcheslook scalp real close youll see tripl six,OFF
626,bitch freak shit,OFF
627,bitch vagina littl resili rosestoko,OFF
628,love nah bitch aint love,OFF
629,pussi root drama attribut put head mama,OFF
630,call keyshawn johnson caus im catchin erri hoe,OFF
631,captain save hoe annoy phrase,OFF
632,day judgement everybodi gonna look big jumbotron watch fuck majjinn buu bitch,OFF
633,dont let side bitch settl might headbutt evelyn,OFF
634,dont show bitch unless look like dolli parton,OFF
635,fuck pussi ass hater go suck dick die quick  someon youtub comment think wed good friend,OFF
636,hick raver venn diagram larg intersect,NOT
637,hoe suck dick cus look like john stockton hit em wit choppa luke fatherrr  lilbthebasedgod,OFF
638,wasnt work place id deck aye fuck right id give tyson  combo nd end uppercut shut fuck bitch,OFF
639,suck dick dip shes keeper true redneck woman  kim dad,OFF
640,im gonna rip bitch apartrip apartlol,OFF
641,britney bitch  bibl leviticus  ,OFF
642,nigga bitch bitch ass nigga dike ass hoe black ass bright ass hoe fag tag scalli wag,OFF
643,pussi tryna go studio dont call mufuckin crib like god yo word god buss yo shit god word,OFF
644,oh ya hoe think cute skin tight cat suit assum bodi boomin disput,OFF
645,omg bitch fuck stupid swear blah blah blah week later omg ilysm bae ur best friend swear,OFF
646,way fuck bitch name lord  mr race,OFF
647,poor whitey ,OFF
648,ride bros still dont trust hoe,OFF
649,weekend go fabul naa man your see nae cunt theyll ko  second flat hate u fuckgm,OFF
650,whatev good one abraham lincoln quot yall hoe,OFF
651,guy say latina gt mean kim kardashian look girl bitch shape like mini fridg amp smell like tortilla,OFF
652,rapper say twat make feel weird ,NOT
653,better pipe pussi  wth even mean,OFF
654,fuck pussi couldnt even beat dick  angri youtub comment,OFF
655,your cunt right ,OFF
656, son bitch moment rain forget car window,OFF
657, needi hoe ratchet hoe sidelin hoe beggin hoe dumb hoe look love facebook hoe,OFF
658, get hit bitch campus want,OFF
659, khamruz fa blowin tl like bitch spare tire leavin dairi queen,OFF
660, rt  snoop justin much fun charli wilson tribut betaward ,NOT
661, pussi feel ,OFF
662, pussi bitch,OFF
663,azmonsoon lot rain bad wasnt enough wash away teabagg racist white trash state tcot teaparti azflood,OFF
664,alexfromtarget get million retweet chrisfromwalmart cant even get bitch text back ,OFF
665,alexfromtarget bitch wetlmmfao,OFF
666,anncoult still call obama communiti organ syria well still cunt well,OFF
667,asagiraff pussi ,OFF
668,askdem arent embarrass charli rangel remain caucus,NOT
669,bob bass bitch  bitch dick fish dock,OFF
670,break ap call mass governor race charli baker watch live coverag wcvb stream onlin ,NOT
671,bangbangbirdgang ya bitch  fruit loop,OFF
672,bartend becom real bitch bartend way way taller bar design holi back pain,OFF
673,bestsongtohavesexto bitch love sosa bangbang,OFF
674,bigbird made gay coupl yes gop world bird would exist sinc creator would jail sodomi,NOT
675,bitchslapthursday  pure passion door open   watch game bitch  ,OFF
676,blessjesus amo   two walk togeth except agre,NOT
677,blessjesus amo  hate one uphold justic court detest one tell truth,NOT
678,blessjesus crown head sole feet,NOT
679,blessjesusair matthew  look bird air yet heaven father feed themar much valuabl,NOT
680,blessjesuslov happi belat  sixtyfifth  birthday  aunt mari agn strong,NOT
681,  hungrier phat ho diet ig ,OFF
682,burnnotic fi shoot bean bag round guy  hurt like bitch dont,OFF
683,california full white trash,OFF
684,california full white trash move oklahoma,OFF
685,celebrityleakedphoto yeahgt know feel know nsa phone quit whine like muslim bitch,OFF
686,christianbal kiss mose ass fight god otherwis might fuck deadgt retard ass actor faggot,OFF
687,commonquestionigetwhi uou ghetto,NOT
688,cowboy  bitch cowboysn anoth great win ilov team,OFF
689,crack whip cracker,OFF
690,dtla trash noneuropean allow live,OFF
691,duh transhuman that theyr possibl tuck peni emperorira bitch got man boob ,OFF
692,dearfeministmen easier way get pussi wout sacrif man hoodbest dont includ lose ur self respect,OFF
693,degenerateartist aint fuckin around allah retard crestgt got bless jesus next fake ass textgt,OFF
694,degenerateartist cant cardgt im french muslim retardgt dont expect demand child bride yard cuz got man dickgt,OFF
695,degenerateartist isnt bitch walk back wordsgt isnt witch question turdgt im glitch evolv absurd,OFF
696,degenerateartist know wordsgt bo jingo dangl fan slang ho ting pang lick drum swing flick alarm bicgt cant hear fire,OFF
697,degenerateartist sniff whiffi ball involuntari cuz fairi walk downtown hairi climatechang scari sens hillbilli sneezegt,NOT
698,derekjet lifelong yanke man miss firstballotunanim,NOT
699,dutch farmer white trash,OFF
700,dutch peopl live outsid newyorkc white trash,OFF
701,earlybird earli morn sunris dawn bird thebird jerryre  kansa citi ,NOT
702,ebola great thought panic bird flu bad realli aint got time,NOT
703,ebola great metaphor gop teaparti polici eat vital organ host die tcot teabagg,NOT
704,explainananimeplotbad boy monkey tail grow savior futurist yet old earth,NOT
705,fact rt keyshbechillin kany best good piec pussi fuck,OFF
706,fact femal tweet dayum day r hoe need attent ij wontgetm,OFF
707,femalelog wors jig im convinc,NOT
708,firecashman root royal octob yanke,NOT
709,freeelchapo trend cus french montana bitch ass fuck think sell drug cool lamest poser,OFF
710, bitch go  mo ,OFF
711,freshmanadvic aint hoe get traphouseeeeeee,OFF
712,glori isaiah mom ask want browni said thank said fast,NOT
713,holidayseasonl shyglizzi pli shi glizzi feat pli  free tha gang ,NOT
714,happycolumbusday  wasnt americakarlmarx would never thought share coloni injun ,NOT
715,happycolumbusday hate sound peta callous allbut buffalo lot wors injun,NOT
716,havok one bad bitch wouldnt wanna mess tna impact,OFF
717,hellyeah rt bacongawd rt huffingtonpost happi fall pumpkin spice oreo  ,NOT
718,hellobrookland monroestmarket open serv free sampl cider vegan slider browni ,NOT
719,holyspirit joshua  everi place sole foot shall tread upon given unto said unto mose,NOT
720,honestyhour middl school hoe use call mandingo warrior,OFF
721,idonthavetimefor ratchet hoe,OFF
722,ihopesomeday hoe find relationship instead ruin other,OFF
723,istandwithrand wise rino pussi real leader like rand cruz lee bachmann etc actual exist fight go home teaparti,OFF
724,iu  straight nation colleg soccer champion wow hoosiern hoosier ,NOT
725,iu make honorari student id way cooler intern student footbal card hoosier,NOT
726,ifthepurgewasr id best prostitut madam ever hey got pussi shouldnt broke right lmao jk,OFF
727,ifwed eat da pussi better lesbian,OFF
728,inmiddleschool fat hell band faggot thank god play sport  grade didnt stay band,OFF
729,indigenouspeoplesday right redskin lot queen right nomg sofunni,NOT
730,indigenouspeoplesday haha fuckin retard commi hunter biden love snortin pygmi fairi dust dont liber,OFF
731,iowa full white trash,OFF
732,iraq gov troop hand sever defeat isi saqlawiya  there chatter  soldier lost amp jihadi rave,NOT
733,jesuschrist straightgt that faggot kill period sonofgodgt,OFF
734,kanyeshrug lol  thot like  rt  shainarakia great thing bitch offer ,OFF
735,lingo  nicca tryn talk like,OFF
736,mentionadislik hoe thinkin bad even tell bitch calm u averag,OFF
